Store ID,Business Name,Customer Name,Rating,Comment,Reply,Reply Date,Staff Mentioned,Created Date,Updated Date,Review ID,Source File
location-10866130483095140789,Coffee Island | AMANORA,Preet Ghelani,FIVE,"Surprisingly good food, loved the vibe. Shoutout to Azhar, Tohid and all other staff, they were super cordial and accommodating.","Thank you! So glad you loved the European coffee experience right where you're at. We’ll keep the brews bold and the vibes just right, see you again soon!",29-09-2025,"Azhar, Shoutout, Surprisingly, Tohid",28-09-2025,28-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tWa2RuVlphVVJ5ZDA0emIxVlZlWG8xYzNKeFZXYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Tarun Ghogale,FIVE,Good service and attention to detail by young Karan. Refreshing change from Starbucks! Some music would be nice.,"Thank you! So glad you loved the European coffee experience right where you're at. We’ll keep the brews bold and the vibes just right, see you again soon!",03-10-2025,"Karan, Some, Starbucks",28-09-2025,28-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xOUVowWm5XbVZhZFV4bVRVOXlaRlp1WVZCd1ZsRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Niladri Paul,TWO,"One star deducted, because coffee is average, another deducted because over priced,  another star deducted because they kept nagging on giving review then and there itself","Hi,
Thank you for taking the time to share your feedback. We’re truly sorry to hear that your experience didn’t meet expectations. We hope you’ll consider giving us another try. We’d love the chance to make it right and offer you the experience Coffee Island is known for.
Please DM us your contact details on Instagram at @coffee.island.in or email us at hello@coffeeisland.in so we can connect directly.",29-09-2025,One,27-09-2025,27-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xKWGNWb3RZVGhoYVY5c2FHRlZNa2hzV21ZelYzYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Saburi Shinde,FIVE,Liked the cafe. Must visit.,Happy you enjoyed your visit and we look forward to welcoming you back for more!,29-09-2025,"Liked, Must",26-09-2025,26-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xwZk1rbHFZMEZWYW1kblNuWjFVSGgxWkRScGNtYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,shwetali daware,FIVE,Happy and welcoming environment Ambition is vibing with coffee aroma staff is very helpful to go through the menu especially Bhakti Helped to go through it.,"Glad you loved the vibe, coffee, and service! We’ll be happy to see you back soon.",26-09-2025,"Ambition, Bhakti, Bhakti Helped, Happy",24-09-2025,24-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2t4eGVXMVBhMGxFUm1kaldFRnNTMFZPU0ZrNFVHYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,somnath kodre,FIVE,"“Cozy little café with a warm atmosphere and friendly staff.""specially thanks for bhakti."" The cappuccino was smooth and creamy, and the pastries tasted fresh. A great spot to relax with a book or catch up with friends. Prices are reasonable for the quality. Will definitely return!”","So glad you enjoyed the cappuccino, pastries, and ambience! Can’t wait to host you again.",26-09-2025,"Bhakti, Cozy, Prices, Will",24-09-2025,24-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2s4eFFYVXdWbXhvU2pSaU1IaDRSVTVqVTNoTGVuYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Bharat Bhambhani,FIVE,New Hangout spot...✨☕,Thanks a latte for the 5 stars! Your support keeps us brewing our best every day.,24-09-2025,New Hangout,23-09-2025,23-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT21kTGQweDRaRE14ZDNkbGJqSnhhbFZFVmw5a05FRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Aryan Magar,FIVE,Best food best taste best team best in town,"So glad you think we’re the best in town! 🌟 Your appreciation for the food, taste, and team means the world to us. Can’t wait to host you again for more great moments at Coffee Island! 💛",23-09-2025,Best,22-09-2025,22-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2toNFF6Rm5NRWhtVnpSU1RFRnNWbTFJWkhkaE5uYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Shagun Jaswal,FIVE,One of the best and most knowledge  manager I have ever seen he exactly know what they are serving and much love to whole team,Thank you for sharing such warm words! 🌸 We’re delighted to know our team’s knowledge and  efforts made your visit special. We’ll be sure to pass on your appreciation.It truly motivates us to keep delivering memorable experiences. Looking forward to welcoming you again soon! ✨,23-09-2025,One,22-09-2025,22-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xOellrUnlZbFIyWDJaWGNHUkJaMEkyYWpJeE1WRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Dr Savy,FIVE,"Cosy,Calm,Socialising and An aesthetic cafe-A true coffee experience,European coffee culture has been brought to the city!!!
!
Worth trying-Iced Vietnamese Matcha-Earthy, perfectly blended coffee flavour
Bombastic Coconut Matcha -Unique flavour
Mocha -Forward on Cacao bean robust flavour
Smoked cottage cheese wrap is a must try!!
Other delicacies are delicious!! 😋
The Manager is cheerful,and Suraj gave us the hamper I won on their Insta page!!",Your experience beautifully captures what we aim to bring with our café -  a true blend of coffee culture and warm hospitality. Thrilled you enjoyed the flavors and we look forward to welcoming you back for more.,29-09-2025,"Bombastic Coconut, Cacao, Calm, Cosy, Earthy, European, Forward, Iced Vietnamese, Insta, Matcha, Mocha, Other, Smoked, Socialising, Suraj, The Manager, Unique, Worth",22-09-2025,22-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT25oNWVYZHJVVkJUUTFkQ1dVOHRZWFZwTW5kcGFXYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Sushil B,ONE,Bad quality food and messed up service with slow service on a Sunday afternoon,"Hi Sushil,
We truly value your feedback and have already shared your points on taste, and service speed with our Amanora team for immediate attention. To understand your experience better and make it right, we’d love to connect with you personally. Please reach out via DM on Instagram @coffee.island.in or write to us at hello@coffeeisland.in",23-09-2025,"Bad, Sunday",22-09-2025,22-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2poSlVWaFhNVzAzV1hCUFFuSmtWREJIUTBkSWRYYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Sonali Jayesh,FIVE,It’s very nice place to spend some quality time with someone special 😊☺️,"Thank you! So glad you loved the European coffee experience right where you're at. We’ll keep the brews bold and the vibes just right, see you again soon!",22-09-2025,,21-09-2025,21-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xsdlRVZG1VMHh6VVcxcWJFZG9ORlp3U1dSSWMzYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,sneha prapurna,FOUR,I really liked the service by Karan and also the atmosphere here just feels so peaceful!,Glad you enjoyed the service and ambience! Looking forward to welcoming you back soon. ✨☕,22-09-2025,Karan,21-09-2025,21-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT25SbFFXWTJTemRVYUUxdFFtMXVXV2hvUkZweVpXYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,monica pahilwani,FIVE,"Loved the experience,enjoyed the ambience and different coffees, Karan really helped us decide what to order and with a smile throughout!! Ordered the Spanish Bombom and cappuccino along with a veg tomato basil pide.","A cozy vibe, great coffee, and welcoming faces, that’s exactly what we aim for. Glad you felt it all!",22-09-2025,"Karan, Spanish Bombom",21-09-2025,21-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT25aRFYzcEhNRlYzYTFWRlJVSnVjVk5VZWpsNllWRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,hanan tooblani,FIVE,Yogen great great customer service .very cooperative and very friendly majorly deserves a raise . Great customer serviceeee,Glad to know you had a good experience with our team! 👌,22-09-2025,Yogen,20-09-2025,20-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT21GNGJsTlZNbEY1UkhGRVFraDRaa3AyU0U5WlVHYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Swaraj Mohokar,FOUR,"Mr Karan was nice at serving
Coffee is good
Matcha bombastic coconut needs more refining in taste
Ambience is good
But music needs to be more calmer.","Thank you for sharing your thoughts.We’re glad you enjoyed the coffee, service, and ambience. Your feedback on the matcha and music has been noted, and we’ll be working on refining these aspects to elevate your next visit. ✨",23-09-2025,"Coffee, Karan, Matcha",20-09-2025,20-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xwRWVEZERjR05aT1c5UVluTmFka0owZUVVeFRrRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-10866130483095140789,Coffee Island | AMANORA,Aakash Mane,FIVE,Cold coffee was really so nice and authentic.. also the staff service was good specially karan he was really polite. It was a good experience overall.,Delighted you enjoyed the cold coffee and the overall experience. Our team will be happy to hear your kind feedback. Looking forward to hosting you again.,08-03-2026,Cold,25-02-2026,25-02-2026,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tSa1kwVjRMV2czVnpaM1FuSkpkRzFaV2toTVptYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Divyanshu Rai,FIVE,Love the coffee,Thank you! We're so happy you had a great coffee experience. Can’t wait to have you back - there’s always more to discover!,25-02-2026,Love,25-02-2026,25-02-2026,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT25seE5XaDFSRmhtTlZCdlNXOVhVM2RxTm5SNVdXYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Shashi Yadav,FIVE,Loved the Ambience and food. Coffee was the Iceberg. Beautiful Place,"Great food, lovely ambience, and coffee sounds like a perfect visit. See you again soon for more.",25-02-2026,"Beautiful Place, Coffee, Iceberg",25-02-2026,25-02-2026,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2treFYyWlhjVWRhYnpkeWRHY3RhakJSTWxwQmJVRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Rajendra Kuwalekar,FIVE,"The coffee was really good and I like the ambience as well the staff is so kind and helpful
Do visit there","Great to know the coffee and ambience stood out, and that our team made you feel welcome. See you again soon.",25-02-2026,,24-02-2026,24-02-2026,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xadFFXUkliR3BpVEVoTVJrUnBkWEZXVEdwMFVXYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Vivek Yadav,FIVE,"The coffee really nice .
I have one browni and it's also really good .
Staff is so polite",So glad you enjoyed the coffee and the brownie! Happy to hear our team made the experience even better. Looking forward to your next visit.,25-02-2026,,24-02-2026,24-02-2026,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT25aUVdURjVjRGh3ZEVGT1NVUkZRVVIwVGxrMGExRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Parag Jain,FIVE,"Had a lovely experience at Coffee Island! We tried the butter croissant, pistachio cappuccino, and maple pancake with whipped cream — and honestly, everything was absolutely delicious.

The croissant was perfectly flaky and buttery, just how it should be. The pistachio cappuccino had a rich, nutty flavor without being overpowering — such a unique and well-balanced drink. And the maple pancake with whipped cream - Soft, indulgent, and beautifully authentic.

Definitely a great spot if you’re looking for quality coffee and desserts done right. Will be coming back!","So glad you enjoyed the croissant, pistachio cappuccino, and maple pancake - a combination we love too. Happy to hear everything hit the mark. See you again soon for more great coffee and desserts.",08-03-2026,"And, Had, Soft, Will",22-02-2026,22-02-2026,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xGMU5VcG9VazQxY25wRVFtTXhOVlprYTJGcFYyYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
