All the values shown here are in INR.

Outlet Name,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
"Coffee Island Beyond GK II",2025-07-01,18,"DINE IN",2042.50,0.00,2042.50,0.00,102.13,2144.63,2,
"Coffee Island Beyond GK II",2025-07-01,18,"DELIVERY",478.64,50.00,428.64,0.00,21.43,450.07,1,
"Coffee Island Beyond GK II",2025-07-01,19,"DINE IN",1843.33,0.00,1843.33,0.00,92.17,1935.50,4,
"Coffee Island Beyond GK II",2025-07-01,19,"DELIVERY",540.00,270.00,270.00,0.00,13.50,283.50,1,
"Coffee Island Beyond GK II",2025-07-01,20,"TAKEAWAY",230.00,0.00,230.00,0.00,11.50,241.50,1,
"Coffee Island Beyond GK II",2025-07-01,20,"DINE IN",1882.50,0.00,1882.50,0.00,94.13,1976.63,3,
"Coffee Island Beyond GK II",2025-07-01,20,"DELIVERY",540.00,115.00,425.00,0.00,21.25,446.25,1,
"Coffee Island Beyond GK II",2025-07-01,21,"DINE IN",2818.35,0.00,2818.35,0.00,154.03,2972.38,2,
"Coffee Island Beyond GK II",2025-07-01,21,"TAKEAWAY",310.00,310.00,0.00,0.00,0.00,0.00,1,
"Coffee Island Beyond GK II",2025-07-01,22,"TAKEAWAY",1160.00,430.00,730.00,10.00,38.31,778.31,2,
"Coffee Island Beyond GK II",2025-07-01,22,"DINE IN",902.50,0.00,902.50,0.00,45.13,947.63,3,
"Coffee Island Beyond GK II",2025-07-01,23,"TAKEAWAY",1058.47,0.00,1058.47,0.00,80.02,1138.49,3,
"Coffee Island Beyond GK II",2025-07-01,23,"DELIVERY",302.50,151.25,151.25,0.00,7.57,158.82,1,
"Coffee Island Beyond GK II",2025-07-02,0,"DELIVERY",342.50,0.00,342.50,0.00,17.13,359.63,1,
"Coffee Island Beyond GK II",2025-07-02,0,"TAKEAWAY",2042.50,0.00,2042.50,0.00,102.13,2144.63,2,
"Coffee Island Beyond GK II",2025-07-02,1,"TAKEAWAY",460.00,0.00,460.00,0.00,23.00,483.00,1,
"Coffee Island Beyond GK II",2025-07-02,2,"TAKEAWAY",870.00,0.00,870.00,0.00,43.50,913.50,1,
"Coffee Island Beyond GK II",2025-07-02,4,"DELIVERY",270.00,27.00,243.00,0.00,12.15,255.15,1,
"Coffee Island Beyond GK II",2025-07-02,4,"TAKEAWAY",560.00,0.00,560.00,0.00,28.00,588.00,1,
"Coffee Island Beyond GK II",2025-07-02,7,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"Coffee Island Beyond GK II",2025-07-02,8,"DELIVERY",1346.25,472.00,874.25,0.00,43.71,917.96,3,
"Coffee Island Beyond GK II",2025-07-02,8,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,2,
"Coffee Island Beyond GK II",2025-07-02,8,"TAKEAWAY",420.00,0.00,420.00,0.00,21.00,441.00,1,
"Coffee Island Beyond GK II",2025-07-02,9,"DINE IN",190.00,0.00,190.00,0.00,9.50,199.50,1,
"Coffee Island Beyond GK II",2025-07-02,11,"DELIVERY",310.00,0.00,310.00,0.00,15.50,325.50,1,
"Coffee Island Beyond GK II",2025-07-02,11,"TAKEAWAY",1060.00,0.00,1060.00,0.00,53.00,1113.00,1,
"Coffee Island Beyond GK II",2025-07-02,11,"DINE IN",3070.00,0.00,3070.00,0.00,153.50,3223.50,2,
"Coffee Island Beyond GK II",2025-07-02,12,"DINE IN",1308.75,0.00,1308.75,0.00,65.44,1374.19,3,
"Coffee Island Beyond GK II",2025-07-02,12,"TAKEAWAY",3016.63,47.00,2969.63,0.00,412.42,3382.05,5,
"Coffee Island Beyond GK II",2025-07-02,13,"DINE IN",4715.00,0.00,4715.00,0.00,235.76,4950.76,6,
"Coffee Island Beyond GK II",2025-07-02,15,"DINE IN",2447.50,0.00,2447.50,0.00,122.38,2569.88,4,
"Coffee Island Beyond GK II",2025-07-02,15,"DELIVERY",230.00,0.00,230.00,0.00,11.50,241.50,1,
"Coffee Island Beyond GK II",2025-07-02,16,"DINE IN",1625.84,0.00,1625.84,0.00,178.91,1804.75,3,
"Coffee Island Beyond GK II",2025-07-02,16,"TAKEAWAY",676.00,241.00,435.00,5.00,22.65,462.65,2,
"Coffee Island Beyond GK II",2025-07-02,17,"DINE IN",2061.25,27.00,2034.25,0.00,101.71,2135.96,5,
"Coffee Island Beyond GK II",2025-07-02,18,"DINE IN",2325.00,0.00,2325.00,0.00,116.26,2441.26,5,
"Coffee Island Beyond GK II",2025-07-02,19,"DINE IN",1340.00,53.00,1287.00,0.00,64.35,1351.35,3,
"Coffee Island Beyond GK II",2025-07-02,19,"DELIVERY",1352.50,676.25,676.25,0.00,33.82,710.07,2,
"Coffee Island Beyond GK II",2025-07-02,20,"DINE IN",4515.00,120.00,4395.00,0.00,219.76,4614.76,6,
"Coffee Island Beyond GK II",2025-07-02,20,"DELIVERY",2988.75,1494.38,1494.38,0.00,74.72,1569.10,3,
"Coffee Island Beyond GK II",2025-07-02,21,"DINE IN",620.00,150.00,470.00,0.00,23.50,493.50,1,
"Coffee Island Beyond GK II",2025-07-02,21,"TAKEAWAY",1399.07,270.00,1129.07,0.00,83.56,1212.63,6,
"Coffee Island Beyond GK II",2025-07-02,21,"DELIVERY",1660.60,700.00,960.60,0.00,48.04,1008.64,4,
"Coffee Island Beyond GK II",2025-07-02,22,"DINE IN",3335.89,27.00,3308.89,0.00,263.38,3572.27,5,
"Coffee Island Beyond GK II",2025-07-02,22,"DELIVERY",660.00,330.00,330.00,0.00,16.50,346.50,1,
"Coffee Island Beyond GK II",2025-07-02,22,"TAKEAWAY",111.61,0.00,111.61,0.00,13.39,125.00,1,
"Coffee Island Beyond GK II",2025-07-02,23,"DELIVERY",1625.00,641.25,983.75,0.00,49.19,1032.94,2,
"Coffee Island Beyond GK II",2025-07-02,23,"DINE IN",2078.69,31.00,2047.69,0.00,102.39,2150.08,4,
"Coffee Island Beyond GK II",2025-07-02,23,"TAKEAWAY",870.00,55.00,815.00,0.00,40.75,855.75,2,
"Coffee Island Beyond GK II",2025-07-03,0,"DINE IN",176.19,0.00,176.19,0.00,8.81,185.00,1,
"Coffee Island Beyond GK II",2025-07-03,0,"TAKEAWAY",612.50,0.00,612.50,0.00,30.63,643.13,1,
"Coffee Island Beyond GK II",2025-07-03,1,"DINE IN",446.19,0.00,446.19,0.00,22.31,468.50,1,
"Coffee Island Beyond GK II",2025-07-03,1,"DELIVERY",428.10,195.00,233.10,0.00,11.66,244.76,1,
"Coffee Island Beyond GK II",2025-07-03,1,"TAKEAWAY",930.00,0.00,930.00,0.00,46.50,976.50,1,
"Coffee Island Beyond GK II",2025-07-03,3,"TAKEAWAY",350.00,0.00,350.00,0.00,17.50,367.50,1,
"Coffee Island Beyond GK II",2025-07-03,6,"TAKEAWAY",2122.50,0.00,2122.50,0.00,106.13,2228.63,3,
"Coffee Island Beyond GK II",2025-07-03,6,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"Coffee Island Beyond GK II",2025-07-03,6,"DELIVERY",310.00,0.00,310.00,0.00,15.50,325.50,1,
"Coffee Island Beyond GK II",2025-07-03,8,"TAKEAWAY",770.00,0.00,770.00,0.00,38.50,808.50,2,
"Coffee Island Beyond GK II",2025-07-03,9,"DINE IN",645.00,0.00,645.00,0.00,32.25,677.25,1,
"Coffee Island Beyond GK II",2025-07-03,11,"DINE IN",762.50,0.00,762.50,0.00,38.13,800.63,2,
"Coffee Island Beyond GK II",2025-07-03,11,"DELIVERY",310.00,0.00,310.00,10.00,16.00,336.00,1,
"Coffee Island Beyond GK II",2025-07-03,12,"TAKEAWAY",1209.00,100.00,1109.00,5.00,73.53,1187.53,2,
"Coffee Island Beyond GK II",2025-07-03,15,"TAKEAWAY",915.00,0.00,915.00,0.00,45.76,960.76,2,
"Coffee Island Beyond GK II",2025-07-03,15,"DELIVERY",282.50,50.00,232.50,0.00,11.62,244.12,1,
"Coffee Island Beyond GK II",2025-07-03,16,"DINE IN",3180.00,56.00,3124.00,0.00,156.22,3280.22,6,
"Coffee Island Beyond GK II",2025-07-03,16,"TAKEAWAY",230.00,0.00,230.00,0.00,11.50,241.50,1,
"Coffee Island Beyond GK II",2025-07-03,17,"DINE IN",4829.11,0.00,4829.11,0.00,249.27,5078.38,4,
"Coffee Island Beyond GK II",2025-07-03,17,"TAKEAWAY",875.00,0.00,875.00,0.00,43.76,918.76,3,
"Coffee Island Beyond GK II",2025-07-03,17,"DELIVERY",730.00,50.00,680.00,0.00,34.00,714.00,1,
"Coffee Island Beyond GK II",2025-07-03,18,"DINE IN",5104.94,161.00,4943.94,0.00,247.19,5191.13,7,
"Coffee Island Beyond GK II",2025-07-03,18,"TAKEAWAY",230.00,0.00,230.00,0.00,11.50,241.50,1,
"Coffee Island Beyond GK II",2025-07-03,19,"DINE IN",2670.00,0.00,2670.00,0.00,133.50,2803.50,5,
"Coffee Island Beyond GK II",2025-07-03,19,"DELIVERY",3222.50,985.00,2237.50,0.00,111.88,2349.38,5,
"Coffee Island Beyond GK II",2025-07-03,19,"TAKEAWAY",250.00,0.00,250.00,0.00,12.50,262.50,1,
"Coffee Island Beyond GK II",2025-07-03,20,"DINE IN",1247.38,0.00,1247.38,0.00,62.38,1309.76,3,
"Coffee Island Beyond GK II",2025-07-03,21,"DINE IN",2510.00,0.00,2510.00,0.00,125.50,2635.50,4,
"Coffee Island Beyond GK II",2025-07-03,21,"DELIVERY",990.00,495.00,495.00,0.00,24.75,519.75,1,
"Coffee Island Beyond GK II",2025-07-03,21,"TAKEAWAY",250.00,0.00,250.00,0.00,12.50,262.50,1,
"Coffee Island Beyond GK II",2025-07-03,22,"DINE IN",3249.71,0.00,3249.71,0.00,170.30,3420.01,9,
"Coffee Island Beyond GK II",2025-07-03,22,"DELIVERY",270.00,135.00,135.00,0.00,6.75,141.75,1,
"Coffee Island Beyond GK II",2025-07-03,23,"DINE IN",486.19,0.00,486.19,0.00,24.31,510.50,3,
"Coffee Island Beyond GK II",2025-07-04,0,"TAKEAWAY",1020.00,0.00,1020.00,0.00,51.00,1071.00,1,
"Coffee Island Beyond GK II",2025-07-04,1,"TAKEAWAY",1461.61,0.00,1461.61,0.00,80.89,1542.50,3,
"Coffee Island Beyond GK II",2025-07-04,1,"DINE IN",602.38,0.00,602.38,0.00,30.12,632.50,1,
"Coffee Island Beyond GK II",2025-07-04,1,"DELIVERY",580.00,290.00,290.00,0.00,14.50,304.50,1,
"Coffee Island Beyond GK II",2025-07-04,2,"TAKEAWAY",1710.00,0.00,1710.00,0.00,85.50,1795.50,2,
"Coffee Island Beyond GK II",2025-07-04,3,"DELIVERY",310.00,0.00,310.00,0.00,15.50,325.50,1,
"Coffee Island Beyond GK II",2025-07-04,4,"TAKEAWAY",830.00,105.00,725.00,0.00,36.25,761.25,2,
"Coffee Island Beyond GK II",2025-07-04,5,"TAKEAWAY",890.00,0.00,890.00,0.00,44.50,934.50,1,
"Coffee Island Beyond GK II",2025-07-04,6,"DINE IN",250.00,0.00,250.00,0.00,12.50,262.50,2,
"Coffee Island Beyond GK II",2025-07-04,7,"DELIVERY",230.00,46.00,184.00,0.00,9.20,193.20,1,
"Coffee Island Beyond GK II",2025-07-04,10,"DINE IN",629.71,0.00,629.71,0.00,39.30,669.01,3,
"Coffee Island Beyond GK II",2025-07-04,10,"TAKEAWAY",870.00,370.00,500.00,5.00,90.90,595.90,2,
"Coffee Island Beyond GK II",2025-07-04,11,"TAKEAWAY",1772.50,96.00,1676.50,0.00,83.83,1760.33,2,
"Coffee Island Beyond GK II",2025-07-04,11,"DELIVERY",165.25,49.57,115.68,10.00,21.32,147.00,1,
"Coffee Island Beyond GK II",2025-07-04,12,"TAKEAWAY",310.00,23.00,287.00,5.00,15.25,307.25,1,
"Coffee Island Beyond GK II",2025-07-04,12,"DINE IN",922.50,0.00,922.50,0.00,46.13,968.63,3,
"Coffee Island Beyond GK II",2025-07-04,12,"DELIVERY",230.00,69.00,161.00,10.00,8.55,179.55,1,
"Coffee Island Beyond GK II",2025-07-04,13,"DELIVERY",908.75,50.00,858.75,0.00,42.94,901.69,1,
"Coffee Island Beyond GK II",2025-07-04,13,"DINE IN",1450.00,0.00,1450.00,0.00,72.50,1522.50,4,
"Coffee Island Beyond GK II",2025-07-04,14,"DINE IN",1086.61,0.00,1086.61,0.00,92.89,1179.50,4,
"Coffee Island Beyond GK II",2025-07-04,14,"TAKEAWAY",310.00,0.00,310.00,5.00,16.40,331.40,1,
"Coffee Island Beyond GK II",2025-07-04,15,"DINE IN",4046.19,0.00,4046.19,0.00,202.31,4248.50,5,
"Coffee Island Beyond GK II",2025-07-04,15,"DELIVERY",580.00,0.00,580.00,0.00,29.00,609.00,1,
"Coffee Island Beyond GK II",2025-07-04,15,"TAKEAWAY",268.10,0.00,268.10,0.00,13.41,281.51,1,
"Coffee Island Beyond GK II",2025-07-04,16,"DINE IN",2267.54,0.00,2267.54,0.00,133.22,2400.76,5,
"Coffee Island Beyond GK II",2025-07-04,16,"TAKEAWAY",250.00,0.00,250.00,0.00,12.50,262.50,1,
"Coffee Island Beyond GK II",2025-07-04,17,"DINE IN",3107.50,0.00,3107.50,0.00,155.38,3262.88,6,
"Coffee Island Beyond GK II",2025-07-04,17,"TAKEAWAY",290.00,0.00,290.00,0.00,14.50,304.50,1,
"Coffee Island Beyond GK II",2025-07-04,18,"DINE IN",3875.42,0.00,3875.42,0.00,242.58,4118.00,6,
"Coffee Island Beyond GK II",2025-07-04,18,"TAKEAWAY",1220.97,22.00,1198.97,0.00,123.19,1322.16,3,
"Coffee Island Beyond GK II",2025-07-04,18,"DELIVERY",270.00,50.00,220.00,10.00,11.50,241.50,1,
"Coffee Island Beyond GK II",2025-07-04,19,"DELIVERY",1800.00,900.00,900.00,0.00,45.00,945.00,3,
"Coffee Island Beyond GK II",2025-07-04,19,"DINE IN",1160.00,0.00,1160.00,0.00,58.00,1218.00,4,
"Coffee Island Beyond GK II",2025-07-04,19,"TAKEAWAY",910.00,0.00,910.00,0.00,45.50,955.50,1,
"Coffee Island Beyond GK II",2025-07-04,20,"DELIVERY",970.00,485.00,485.00,0.00,24.25,509.25,1,
"Coffee Island Beyond GK II",2025-07-04,20,"DINE IN",2480.00,0.00,2480.00,0.00,124.00,2604.00,3,
"Coffee Island Beyond GK II",2025-07-04,21,"TAKEAWAY",270.00,0.00,270.00,0.00,13.50,283.50,1,
"Coffee Island Beyond GK II",2025-07-04,21,"DELIVERY",1110.00,555.00,555.00,0.00,27.75,582.75,1,
"Coffee Island Beyond GK II",2025-07-04,21,"DINE IN",290.00,0.00,290.00,0.00,14.50,304.50,1,
"Coffee Island Beyond GK II",2025-07-04,22,"DINE IN",792.38,0.00,792.38,0.00,39.62,832.00,2,
"Coffee Island Beyond GK II",2025-07-04,22,"TAKEAWAY",850.00,0.00,850.00,0.00,42.50,892.50,1,
"Coffee Island Beyond GK II",2025-07-04,22,"DELIVERY",610.00,165.00,445.00,0.00,22.25,467.25,1,
"Coffee Island Beyond GK II",2025-07-04,23,"DINE IN",4400.00,0.00,4400.00,0.00,220.00,4620.00,9,
"Coffee Island Beyond GK II",2025-07-04,23,"DELIVERY",700.00,350.00,350.00,0.00,17.50,367.50,1,
"Coffee Island Beyond GK II",2025-07-05,0,"TAKEAWAY",580.00,100.00,480.00,5.00,24.91,509.91,1,
"Coffee Island Beyond GK II",2025-07-05,0,"DINE IN",3196.67,0.00,3196.67,0.00,159.83,3356.50,3,
"Coffee Island Beyond GK II",2025-07-05,1,"TAKEAWAY",1697.76,0.00,1697.76,0.00,112.87,1810.63,3,
"Coffee Island Beyond GK II",2025-07-05,1,"DELIVERY",1160.00,580.00,580.00,0.00,29.00,609.00,2,
"Coffee Island Beyond GK II",2025-07-05,1,"DINE IN",540.00,0.00,540.00,0.00,27.00,567.00,1,
"Coffee Island Beyond GK II",2025-07-05,2,"TAKEAWAY",1552.38,0.00,1552.38,0.00,77.62,1630.00,3,
"Coffee Island Beyond GK II",2025-07-05,3,"TAKEAWAY",330.00,0.00,330.00,0.00,16.50,346.50,1,
"Coffee Island Beyond GK II",2025-07-05,3,"DELIVERY",250.00,50.00,200.00,0.00,10.00,210.00,1,
"Coffee Island Beyond GK II",2025-07-05,4,"DINE IN",1120.00,0.00,1120.00,0.00,56.00,1176.00,1,
"Coffee Island Beyond GK II",2025-07-05,4,"TAKEAWAY",552.50,0.00,552.50,0.00,27.63,580.13,1,
"Coffee Island Beyond GK II",2025-07-05,5,"TAKEAWAY",250.00,0.00,250.00,0.00,12.50,262.50,1,
"Coffee Island Beyond GK II",2025-07-05,7,"DINE IN",480.00,0.00,480.00,0.00,24.00,504.00,3,
"Coffee Island Beyond GK II",2025-07-05,7,"DELIVERY",520.00,168.00,352.00,0.00,17.60,369.60,2,
"Coffee Island Beyond GK II",2025-07-05,8,"TAKEAWAY",322.50,0.00,322.50,0.00,16.13,338.63,1,
"Coffee Island Beyond GK II",2025-07-05,8,"DELIVERY",421.25,210.63,210.63,0.00,10.53,221.16,1,
"Coffee Island Beyond GK II",2025-07-05,8,"DINE IN",855.00,0.00,855.00,0.00,42.75,897.75,1,
"Coffee Island Beyond GK II",2025-07-05,9,"DELIVERY",447.50,223.75,223.75,0.00,11.19,234.94,1,
"Coffee Island Beyond GK II",2025-07-05,10,"DELIVERY",270.00,50.00,220.00,0.00,11.00,231.00,1,
"Coffee Island Beyond GK II",2025-07-05,10,"DINE IN",1731.74,429.24,1302.50,0.00,65.13,1367.63,4,
"Coffee Island Beyond GK II",2025-07-05,10,"TAKEAWAY",882.50,100.00,782.50,5.00,40.04,827.54,2,
"Coffee Island Beyond GK II",2025-07-05,11,"DINE IN",2003.15,53.00,1950.15,0.00,106.79,2056.94,5,
"Coffee Island Beyond GK II",2025-07-05,11,"DELIVERY",230.00,46.00,184.00,0.00,9.20,193.20,1,
"Coffee Island Beyond GK II",2025-07-05,12,"DELIVERY",565.00,49.99,515.01,10.00,26.26,551.27,1,
"Coffee Island Beyond GK II",2025-07-05,12,"DINE IN",1327.50,76.00,1251.50,0.00,62.56,1314.06,3,
"Coffee Island Beyond GK II",2025-07-05,12,"TAKEAWAY",1713.35,0.00,1713.35,5.00,99.68,1818.03,5,
"Coffee Island Beyond GK II",2025-07-05,13,"TAKEAWAY",1384.41,0.00,1384.41,0.00,84.09,1468.50,4,
"Coffee Island Beyond GK II",2025-07-05,13,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,2,
"Coffee Island Beyond GK II",2025-07-05,14,"DINE IN",280.60,0.00,280.60,0.00,14.04,294.64,2,
"Coffee Island Beyond GK II",2025-07-05,15,"DINE IN",3292.50,0.00,3292.50,0.00,164.63,3457.13,6,
"Coffee Island Beyond GK II",2025-07-05,15,"TAKEAWAY",1382.50,0.00,1382.50,0.00,69.13,1451.63,2,
"Coffee Island Beyond GK II",2025-07-05,15,"DELIVERY",700.00,0.00,700.00,0.00,35.00,735.00,1,
"Coffee Island Beyond GK II",2025-07-05,16,"DINE IN",3160.00,0.00,3160.00,0.00,158.00,3318.00,7,
"Coffee Island Beyond GK II",2025-07-05,16,"TAKEAWAY",2733.38,0.00,2733.38,0.00,400.62,3134.00,3,
"Coffee Island Beyond GK II",2025-07-05,17,"TAKEAWAY",1610.00,0.00,1610.00,0.00,80.50,1690.50,3,
"Coffee Island Beyond GK II",2025-07-05,17,"DINE IN",3932.50,0.00,3932.50,0.00,196.63,4129.13,5,
"Coffee Island Beyond GK II",2025-07-05,18,"DINE IN",1754.29,75.00,1679.29,0.00,83.97,1763.26,5,
"Coffee Island Beyond GK II",2025-07-05,18,"TAKEAWAY",270.00,270.00,0.00,0.00,0.00,0.00,1,
"Coffee Island Beyond GK II",2025-07-05,19,"DINE IN",5484.19,427.71,5056.48,0.00,279.91,5336.39,10,
"Coffee Island Beyond GK II",2025-07-05,19,"DELIVERY",540.00,270.00,270.00,0.00,13.50,283.50,1,
"Coffee Island Beyond GK II",2025-07-05,20,"DINE IN",4913.35,89.00,4824.35,0.00,404.33,5228.68,10,
"Coffee Island Beyond GK II",2025-07-05,20,"DELIVERY",780.00,390.00,390.00,0.00,19.50,409.50,1,
"Coffee Island Beyond GK II",2025-07-05,20,"TAKEAWAY",890.00,397.00,493.00,10.00,26.45,529.45,2,
"Coffee Island Beyond GK II",2025-07-05,21,"DINE IN",1680.00,0.00,1680.00,0.00,84.00,1764.00,7,
"Coffee Island Beyond GK II",2025-07-05,21,"TAKEAWAY",380.00,190.00,190.00,5.00,10.40,205.40,1,
"Coffee Island Beyond GK II",2025-07-05,22,"DINE IN",1094.41,0.00,1094.41,0.00,69.59,1164.00,2,
"Coffee Island Beyond GK II",2025-07-05,22,"DELIVERY",1320.00,660.00,660.00,0.00,33.00,693.00,2,
"Coffee Island Beyond GK II",2025-07-05,22,"TAKEAWAY",250.00,25.00,225.00,5.00,12.15,242.15,1,
"Coffee Island Beyond GK II",2025-07-05,23,"DINE IN",5723.10,40.00,5683.10,0.00,284.16,5967.26,7,
"Coffee Island Beyond GK II",2025-07-05,23,"DELIVERY",282.50,141.25,141.25,0.00,7.07,148.32,1,
"Coffee Island Beyond GK II",2025-07-06,0,"DELIVERY",250.00,125.00,125.00,0.00,6.25,131.25,1,
"Coffee Island Beyond GK II",2025-07-06,0,"TAKEAWAY",1950.00,300.00,1650.00,20.00,85.21,1755.21,3,
"Coffee Island Beyond GK II",2025-07-06,0,"DINE IN",1450.00,0.00,1450.00,0.00,72.50,1522.50,1,
"Coffee Island Beyond GK II",2025-07-06,1,"DELIVERY",1100.00,395.00,705.00,0.00,35.25,740.25,2,
"Coffee Island Beyond GK II",2025-07-06,1,"TAKEAWAY",1860.00,0.00,1860.00,0.00,93.00,1953.00,3,
"Coffee Island Beyond GK II",2025-07-06,1,"DINE IN",3027.99,0.00,3027.99,0.00,164.51,3192.50,4,
"Coffee Island Beyond GK II",2025-07-06,2,"DINE IN",4036.20,0.00,4036.20,0.00,201.81,4238.01,3,
"Coffee Island Beyond GK II",2025-07-06,3,"DINE IN",795.00,0.00,795.00,0.00,39.75,834.75,1,
"Coffee Island Beyond GK II",2025-07-06,3,"TAKEAWAY",890.00,123.00,767.00,5.00,39.26,811.26,2,
"Coffee Island Beyond GK II",2025-07-06,3,"DELIVERY",270.00,50.00,220.00,0.00,11.00,231.00,1,
"Coffee Island Beyond GK II",2025-07-06,4,"TAKEAWAY",290.00,0.00,290.00,0.00,14.50,304.50,1,
"Coffee Island Beyond GK II",2025-07-06,6,"DELIVERY",875.00,50.00,825.00,0.00,41.25,866.25,1,
"Coffee Island Beyond GK II",2025-07-06,8,"DELIVERY",230.00,0.00,230.00,0.00,11.50,241.50,1,
"Coffee Island Beyond GK II",2025-07-06,8,"DINE IN",210.00,0.00,210.00,0.00,10.50,220.50,1,
"Coffee Island Beyond GK II",2025-07-06,9,"TAKEAWAY",540.00,25.00,515.00,5.00,26.65,546.65,2,
"Coffee Island Beyond GK II",2025-07-06,9,"DINE IN",1040.00,0.00,1040.00,0.00,52.00,1092.00,1,
"Coffee Island Beyond GK II",2025-07-06,10,"DELIVERY",270.00,135.00,135.00,0.00,6.75,141.75,1,
"Coffee Island Beyond GK II",2025-07-06,10,"DINE IN",282.50,0.00,282.50,0.00,14.13,296.63,1,
"Coffee Island Beyond GK II",2025-07-06,11,"DINE IN",620.00,0.00,620.00,0.00,31.00,651.00,1,
"Coffee Island Beyond GK II",2025-07-06,12,"DELIVERY",620.00,0.00,620.00,0.00,31.00,651.00,1,
"Coffee Island Beyond GK II",2025-07-06,12,"DINE IN",565.00,0.00,565.00,0.00,28.25,593.25,1,
"Coffee Island Beyond GK II",2025-07-06,12,"TAKEAWAY",580.00,0.00,580.00,0.00,29.00,609.00,1,
"Coffee Island Beyond GK II",2025-07-06,13,"DELIVERY",342.50,0.00,342.50,0.00,17.13,359.63,1,
"Coffee Island Beyond GK II",2025-07-06,13,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"Coffee Island Beyond GK II",2025-07-06,14,"DINE IN",1020.00,0.00,1020.00,0.00,51.00,1071.00,3,
"Coffee Island Beyond GK II",2025-07-06,15,"DINE IN",4358.69,0.00,4358.69,0.00,217.94,4576.63,7,
"Coffee Island Beyond GK II",2025-07-06,15,"TAKEAWAY",270.00,270.00,0.00,0.00,0.00,0.00,1,
"Coffee Island Beyond GK II",2025-07-06,16,"DINE IN",4166.19,0.00,4166.19,0.00,208.31,4374.50,7,
"Coffee Island Beyond GK II",2025-07-06,16,"TAKEAWAY",642.38,0.00,642.38,0.00,32.12,674.50,1,
"Coffee Island Beyond GK II",2025-07-06,17,"DINE IN",2975.00,0.00,2975.00,0.00,148.76,3123.76,7,
"Coffee Island Beyond GK II",2025-07-06,17,"DELIVERY",750.00,46.00,704.00,0.00,35.20,739.20,2,
"Coffee Island Beyond GK II",2025-07-06,17,"TAKEAWAY",926.00,0.00,926.00,5.00,47.20,978.20,2,
"Coffee Island Beyond GK II",2025-07-06,18,"DINE IN",5956.19,0.00,5956.19,0.00,297.82,6254.01,8,
"Coffee Island Beyond GK II",2025-07-06,18,"TAKEAWAY",262.50,0.00,262.50,0.00,13.13,275.63,1,
"Coffee Island Beyond GK II",2025-07-06,19,"DINE IN",2237.50,0.00,2237.50,0.00,111.89,2349.39,6,
"Coffee Island Beyond GK II",2025-07-06,20,"DELIVERY",1022.50,511.25,511.25,0.00,25.57,536.82,2,
"Coffee Island Beyond GK II",2025-07-06,20,"TAKEAWAY",290.00,0.00,290.00,0.00,14.50,304.50,1,
"Coffee Island Beyond GK II",2025-07-06,20,"DINE IN",2161.61,0.00,2161.61,0.00,146.65,2308.26,5,
