Deployment Name,StoreKitchen Name,Item Code ,Item Name,Category Name ,Super Category Name ,Average Price ,Opening Date ,Opening Qty ,Unit ,Amt ,Purchase Qty ,Amt ,Stock In Qty ,Amt ,Consumption Qty ,Amt ,Yield Wastage ,Amt ,Stock Out Qty ,Amt ,Total (Stock Out + Consumption Qty) ,Amt ,Wastage Qty ,Amt ,Reuse Qty ,Amt ,Return Qty ,Amt ,Closing Date ,Closing Qty ,Closing Amt ,Latest Physical ,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Variance Percent,PhysicalGain/Loss Qty ,Amt ,Actual Consumption ,Amt ,Ideal Closing Qty ,Amt ,Physical Adjusted Closing Qty ,Amt
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000014,Milk - Regular,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,1150,0,0,0,0,0,1150,0,0,0,0,0,0,0,31-05-2025,-1150,0,-,NA,NA,NA,NA,NA,0,0,1150,0,-1150,0,-1150,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000014,Disposable - Paper Cup 16Oz,DISPOSABLE PACKAGING - BEVERAGES - CUPS,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,31-05-2025,-5,0,-,NA,NA,NA,NA,NA,0,0,5,0,-5,0,-5,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000013,Ice Cream Vanilla - Amul,RM BEVERAGES - ICE CREAMS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,240,0,0,0,0,0,240,0,0,0,0,0,0,0,31-05-2025,-240,0,-,NA,NA,NA,NA,NA,0,0,240,0,-240,0,-240,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RET0000057,Sr Sipper Glass - 350 Ml - Innocent - Light Pink,SIPPERS/BOTTLES,RETAIL,0,01-05-2025,0,PCS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31-05-2025,-1,0,-,NA,NA,NA,NA,NA,0,0,1,0,-1,0,-1,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000020,Disposable - Straw - 08Mm,DISPOSABLE PACKAGING - BEVERAGES - STRAW,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,31-05-2025,-6,0,-,NA,NA,NA,NA,NA,0,0,6,0,-6,0,-6,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000016,Disposable - Lid (Cold) 12Oz - Dome,DISPOSABLE PACKAGING - BEVERAGES - LIDS,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,31-05-2025,-9,0,-,NA,NA,NA,NA,NA,0,0,9,0,-9,0,-9,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000043,Coffee Powder - Coffeeccino,RM BEVERAGES - POWDERS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,31-05-2025,-120,0,-,NA,NA,NA,NA,NA,0,0,120,0,-120,0,-120,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000060,Crema - Topping - Food Colour Gel - Saffron,RM BEVERAGES - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,31-05-2025,-0.6,0,-,NA,NA,NA,NA,NA,0,0,0.6,0,-0.6,0,-0.6,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000002,Disposable - Wooden Fork,DISPOSABLE CUTLERY - WOODEN FORK,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,31-05-2025,-13,0,-,NA,NA,NA,NA,NA,0,0,13,0,-13,0,-13,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000141,Potato Chips,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,45,0,0,0,0,0,45,0,0,0,0,0,0,0,31-05-2025,-45,0,-,NA,NA,NA,NA,NA,0,0,45,0,-45,0,-45,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000059,Crema - Topping - Food Colour Gel - Brown,RM BEVERAGES - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,31-05-2025,-0.6,0,-,NA,NA,NA,NA,NA,0,0,0.6,0,-0.6,0,-0.6,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000046,Syrup - Irish,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,0,01-05-2025,0,BTL(1L/1300GM),0,0,0,0,0,0.012,0,0,0,0,0,0.012,0,0,0,0,0,0,0,31-05-2025,-0.012,0,-,NA,NA,NA,NA,NA,0,0,0.012,0,-0.012,0,-0.012,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,KIA0000001,Crema - Cream Charger,-,-,0,01-05-2025,0,GRAM,0,0,0,0,0,3.6,0,0,0,0,0,3.6,0,0,0,0,0,0,0,31-05-2025,-3.6,0,-,NA,NA,NA,NA,NA,0,0,3.6,0,-3.6,0,-3.6,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000085,Cheesy Meatball Melt,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31-05-2025,-1,0,-,NA,NA,NA,NA,NA,0,0,1,0,-1,0,-1,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000025,Disposable - Rectangular Box,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31-05-2025,-1,0,-,NA,NA,NA,NA,NA,0,0,1,0,-1,0,-1,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000021,Disposable - Straw - 12Mm,DISPOSABLE PACKAGING - BEVERAGES - STRAW,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,31-05-2025,-3,0,-,NA,NA,NA,NA,NA,0,0,3,0,-3,0,-3,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000050,Syrup - Brown Butter,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,73.2,0,0,0,0,0,73.2,0,0,0,0,0,0,0,31-05-2025,-73.2,0,-,NA,NA,NA,NA,NA,0,0,73.2,0,-73.2,0,-73.2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000004,Disposable - Wooden Spoon,DISPOSABLE CUTLERY - WOODEN SPOON,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,31-05-2025,-14,0,-,NA,NA,NA,NA,NA,0,0,14,0,-14,0,-14,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000007,Popping Boba - Cafe,RM BEVERAGES - BOBA,RAW MATERIAL,0,01-05-2025,0,JAR(2KG/1280GM),0,0,0,0,0,0.07,0,0,0,0,0,0.07,0,0,0,0,0,0,0,31-05-2025,-0.07,0,-,NA,NA,NA,NA,NA,0,0,0.07,0,-0.07,0,-0.07,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000045,Sauce - Chocolate,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,31-05-2025,-30,0,-,NA,NA,NA,NA,NA,0,0,30,0,-30,0,-30,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000002,Beans - Volcano Blend,RM BEVERAGES - BEANS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,22.3,0,0,0,0,0,22.3,0,0,0,0,0,0,0,31-05-2025,-22.3,0,-,NA,NA,NA,NA,NA,0,0,22.3,0,-22.3,0,-22.3,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000010,Crema - Base - Rich Cream (Whip Topping),RM BEVERAGES - GARNISHING,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,326,0,0,0,0,0,326,0,0,0,0,0,0,0,31-05-2025,-326,0,-,NA,NA,NA,NA,NA,0,0,326,0,-326,0,-326,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000063,Ketchup,RM FOOD - CONDIMENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,31-05-2025,-3,0,-,NA,NA,NA,NA,NA,0,0,3,0,-3,0,-3,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000015,Plastic Transparent Bowl,DISPOSABLE PACKAGING - BEVERAGES - CUPS,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RET0000001,Water Bottle - 500 Ml,BOTTLED WATER,RETAIL,0,01-05-2025,0,PCS,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,31-05-2025,-3,0,-,NA,NA,NA,NA,NA,0,0,3,0,-3,0,-3,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000004,Beans - Ethiopian Blend,RM BEVERAGES - BEANS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,18.5,0,0,0,0,0,18.5,0,0,0,0,0,0,0,31-05-2025,-18.5,0,-,NA,NA,NA,NA,NA,0,0,18.5,0,-18.5,0,-18.5,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RET0000060,Hoodie - M,WINTER GARMENTS,RETAIL,0,01-05-2025,0,PCS,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,31-05-2025,-3,0,-,NA,NA,NA,NA,NA,0,0,3,0,-3,0,-3,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RET0000007,Instant Classic Coffee Jar - 50Gm,INSTANT COFFEE - DRY,RETAIL,0,01-05-2025,0,PCS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31-05-2025,-1,0,-,NA,NA,NA,NA,NA,0,0,1,0,-1,0,-1,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000001,Beans - Master Blend,RM BEVERAGES - BEANS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,31-05-2025,-18,0,-,NA,NA,NA,NA,NA,0,0,18,0,-18,0,-18,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000089,Cold Brew Tiramisu,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RET0000042,The Ultimate Sweet Crunchy Nut Mix - 70 Gms,RTE - SNACKS,RETAIL,0,01-05-2025,0,PCS,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,31-05-2025,-3,0,-,NA,NA,NA,NA,NA,0,0,3,0,-3,0,-3,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000003,Beans - Kenya Blend,RM BEVERAGES - BEANS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,55.5,0,0,0,0,0,55.5,0,0,0,0,0,0,0,31-05-2025,-55.5,0,-,NA,NA,NA,NA,NA,0,0,55.5,0,-55.5,0,-55.5,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RET0000008,Pourover Assorted Box Of 5 Sachets,INSTANT COFFEE - DRY,RETAIL,0,01-05-2025,0,PCS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31-05-2025,-1,0,-,NA,NA,NA,NA,NA,0,0,1,0,-1,0,-1,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RET0000012,Tote Bag,LIFESTYLE ACCESSORIES,RETAIL,0,01-05-2025,0,PCS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31-05-2025,-1,0,-,NA,NA,NA,NA,NA,0,0,1,0,-1,0,-1,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000026,Disposable - Square Box,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,31-05-2025,-8,0,-,NA,NA,NA,NA,NA,0,0,8,0,-8,0,-8,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000081,Chicken Meatball Base,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,350,0,0,0,0,0,350,0,0,0,0,0,0,0,31-05-2025,-350,0,-,NA,NA,NA,NA,NA,0,0,350,0,-350,0,-350,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000018,Disposable - Lid (Hot) 08Oz,DISPOSABLE PACKAGING - BEVERAGES - LIDS,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000118,Grated Parmesan Cheese,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,31-05-2025,-20,0,-,NA,NA,NA,NA,NA,0,0,20,0,-20,0,-20,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000006,Beans - Kenya Single Estate,RM BEVERAGES - BEANS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,0,0,31-05-2025,-37,0,-,NA,NA,NA,NA,NA,0,0,37,0,-37,0,-37,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000012,Disposable - Paper Cup 08Oz,DISPOSABLE PACKAGING - BEVERAGES - CUPS,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000092,Sriracha Chicken & Avocado Wrap,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RET0000021,Cold Brew - Cinnamon,RTD COLD BREW - BOTTLE/CAN,RETAIL,0,01-05-2025,0,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000132,Olives Black Whole,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,PKT(350GM),0,0,0,0,0,0.011,0,0,0,0,0,0.011,0,0,0,0,0,0,0,31-05-2025,-0.011,0,-,NA,NA,NA,NA,NA,0,0,0.011,0,-0.011,0,-0.011,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000027,Disposable - Sleeve For Wrap,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,PKG0000029,Disposable - Paper Bowl (1000Ml),DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000101,Jaggery Cinnamon Tea Cake,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000107,Parsley Chopped,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000025,Chocolate Powder - Hot,RM BEVERAGES - POWDERS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,0,31-05-2025,-60,0,-,NA,NA,NA,NA,NA,0,0,60,0,-60,0,-60,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000073,Boston Cream Pie Croissant,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000065,Chilli Flakes - Sachet,RM FOOD - CONDIMENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000134,Spaghetti Pasta Blanched,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,0,31-05-2025,-200,0,-,NA,NA,NA,NA,NA,0,0,200,0,-200,0,-200,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000064,Oregano,RM FOOD - CONDIMENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RAW0000102,Choco Fudge Delight,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island AIPL,Coffee Island AIPL Kitchen Store,RET0000009,Pack Of 30 Sachets Flavoured Instant Coffee,INSTANT COFFEE - DRY,RETAIL,0,01-05-2025,0,PCS,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,31-05-2025,-2,0,-,NA,NA,NA,NA,NA,0,0,2,0,-2,0,-2,0,
Coffee Island GK II,Coffee Island GK Main  Store,CAP0000041,Bose Iza 190Hz Mixer Amplifier,MUSIC SYSTEM,CAPEX,0,01-05-2025,0,PCS..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island GK II,Coffee Island GK Kitchen Store,CAP0000041,Bose Iza 190Hz Mixer Amplifier,MUSIC SYSTEM,CAPEX,0,01-05-2025,0,PCS..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-05-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island GK II,Coffee Island GK Kitchen Store,PKG0000032,Disposable - Tissue Paper,DISPOSABLE PACKAGING - TISSUE PAPER,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,31-05-2025,-5,0,-,NA,NA,NA,NA,NA,0,0,5,0,-5,0,-5,0,
Coffee Island GK II,Coffee Island GK Kitchen Store,PKG0000026,Disposable - Square Box,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,0,01-05-2025,0,PCS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31-05-2025,-1,0,-,NA,NA,NA,NA,NA,0,0,1,0,-1,0,-1,0,
Coffee Island GK II,Coffee Island GK Kitchen Store,RAW0000078,Chipotle Chicken,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,GM,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,31-05-2025,-50,0,-,NA,NA,NA,NA,NA,0,0,50,0,-50,0,-50,0,
Coffee Island GK II,Coffee Island GK Kitchen Store,RAW0000085,Cheesy Meatball Melt,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31-05-2025,-1,0,-,NA,NA,NA,NA,NA,0,0,1,0,-1,0,-1,0,
Coffee Island GK II,Coffee Island GK Kitchen Store,RAW0000056,Sugar Sachets (White),RM BEVERAGES - VEG INGREDIENTS,RAW MATERIAL,0,01-05-2025,0,PCS,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,31-05-2025,-4,0,-,NA,NA,NA,NA,NA,0,0,4,0,-4,0,-4,0,
