Store ID,Outlet Name,Reviewer Name,Rating,Comment,Reply,Reply Date,Staff Mentioned,Created Date,Updated Date,Review ID,Source File
location-10866130483095140789,Coffee Island | AMANORA,Mili Sonkar,FIVE,The coffee beans here are quite exclusive. Also Great coffee recommendation by Suraj.,Thank you! We're so happy you had a great coffee experience. Can’t wait to have you back - there’s always more to discover!,29-09-2025,Suraj,28-09-2025,28-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xaaGJVRlBhMlIyUlhKRVVrNVRUMEUzWDJ0elpFRRAB,reviews-ABHRLXUgZrOzYgQR3VZKiTe4hHDPDDULTgoejQ.json
location-10866130483095140789,Coffee Island | AMANORA,Meet Vijaywargi,FIVE,"Loved the place!!!!! They provide a free pour over experience. People who really don't know their coffee and all the mind overwhelming information about grinds and roasts must visit.

Siddhi(hope I spelled the name right) the person who demonstrated the pour over really was a lovely person and genuinely excited to get us through the short but immensely interesting experience as to how pour over works and makes the coffee different to drink.

By far the smoothest coffee I have ever tried and thinking of buying it soon and experiment on my own with the coffee beans as she suggested. She knew a lot of coffee fun facts which was endearing.

Please visit if you feel you don't know about coffee and also visit if you are looking to sit in a cozy place with cozy chair with your friends/partner.",We’re delighted you enjoyed the pour-over experience and the cozy vibe. It’s always wonderful when guests get to discover coffee in a new way. Looking forward to welcoming you back for more brews and good times!,29-09-2025,"Please, Siddhi",28-09-2025,28-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2kwdE5UUXRYMTlrZUV4NVZrbGlhVjkwWVZwM1gzYxAB,reviews-ABHRLXUgZrOzYgQR3VZKiTe4hHDPDDULTgoejQ.json
location-10866130483095140789,Coffee Island | AMANORA,Gauri Shetye,FIVE,,"Five stars and a whole lot of love, grateful for your support!",29-09-2025,,28-09-2025,28-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2taVFpqVTJiRlUwT1ZsZmIzaDVRbFZuYldvNGRFRRAB,reviews-ABHRLXUgZrOzYgQR3VZKiTe4hHDPDDULTgoejQ.json
location-10866130483095140789,Coffee Island | AMANORA,Roland Chappell,ONE,"Probably the first and the last time visiting the place. Delayed service and encountered frustrated customer asking for refund. Ordered a Chipotle rice bowl and was disappointed with the portion and with what was served for the price paid. Stop advertising something that your don't serve, it felt like rajma chawal with chicken and chutney","Hi,
Thank you for taking the time to share your feedback. We’re truly sorry to hear that your experience didn’t meet expectations. We hope you’ll consider giving us another try. We’d love the chance to make it right and offer you the experience Coffee Island is known for.
Please DM us your contact details on Instagram at @coffee.island.in or email us at hello@coffeeisland.in so we can connect directly.",29-09-2025,"Chipotle, Probably",28-09-2025,28-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT21GZlZrZzViMDVKZVhSa2EyVTVZVVpyTkRSZk5uYxAB,reviews-ABHRLXUgZrOzYgQR3VZKiTe4hHDPDDULTgoejQ.json
location-10866130483095140789,Coffee Island | AMANORA,Preet Ghelani,FIVE,"Surprisingly good food, loved the vibe. Shoutout to Azhar, Tohid and all other staff, they were super cordial and accommodating.","Thank you! So glad you loved the European coffee experience right where you're at. We’ll keep the brews bold and the vibes just right, see you again soon!",29-09-2025,"Azhar, Shoutout, Surprisingly, Tohid",28-09-2025,28-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tWa2RuVlphVVJ5ZDA0emIxVlZlWG8xYzNKeFZXYxAB,reviews-ABHRLXUgZrOzYgQR3VZKiTe4hHDPDDULTgoejQ.json
location-10866130483095140789,Coffee Island | AMANORA,Tarun Ghogale,FIVE,Good service and attention to detail by young Karan. Refreshing change from Starbucks! Some music would be nice.,"Thank you! So glad you loved the European coffee experience right where you're at. We’ll keep the brews bold and the vibes just right, see you again soon!",03-10-2025,"Karan, Some, Starbucks",28-09-2025,28-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xOUVowWm5XbVZhZFV4bVRVOXlaRlp1WVZCd1ZsRRAB,reviews-ABHRLXUgZrOzYgQR3VZKiTe4hHDPDDULTgoejQ.json
location-10866130483095140789,Coffee Island | AMANORA,Niladri Paul,TWO,"One star deducted, because coffee is average, another deducted because over priced,  another star deducted because they kept nagging on giving review then and there itself","Hi,
Thank you for taking the time to share your feedback. We’re truly sorry to hear that your experience didn’t meet expectations. We hope you’ll consider giving us another try. We’d love the chance to make it right and offer you the experience Coffee Island is known for.
Please DM us your contact details on Instagram at @coffee.island.in or email us at hello@coffeeisland.in so we can connect directly.",29-09-2025,One,27-09-2025,27-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xKWGNWb3RZVGhoYVY5c2FHRlZNa2hzV21ZelYzYxAB,reviews-ABHRLXUgZrOzYgQR3VZKiTe4hHDPDDULTgoejQ.json
location-10866130483095140789,Coffee Island | AMANORA,Saburi Shinde,FIVE,Liked the cafe. Must visit.,Happy you enjoyed your visit and we look forward to welcoming you back for more!,29-09-2025,"Liked, Must",26-09-2025,26-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xwZk1rbHFZMEZWYW1kblNuWjFVSGgxWkRScGNtYxAB,reviews-ABHRLXUgZrOzYgQR3VZKiTe4hHDPDDULTgoejQ.json
location-10866130483095140789,Coffee Island | AMANORA,shwetali daware,FIVE,Happy and welcoming environment Ambition is vibing with coffee aroma staff is very helpful to go through the menu especially Bhakti Helped to go through it.,"Glad you loved the vibe, coffee, and service! We’ll be happy to see you back soon.",26-09-2025,"Ambition, Bhakti, Bhakti Helped, Happy",24-09-2025,24-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2t4eGVXMVBhMGxFUm1kaldFRnNTMFZPU0ZrNFVHYxAB,reviews-ABHRLXUgZrOzYgQR3VZKiTe4hHDPDDULTgoejQ.json
location-10866130483095140789,Coffee Island | AMANORA,somnath kodre,FIVE,"“Cozy little café with a warm atmosphere and friendly staff.""specially thanks for bhakti."" The cappuccino was smooth and creamy, and the pastries tasted fresh. A great spot to relax with a book or catch up with friends. Prices are reasonable for the quality. Will definitely return!”","So glad you enjoyed the cappuccino, pastries, and ambience! Can’t wait to host you again.",26-09-2025,"Bhakti, Cozy, Prices, Will",24-09-2025,24-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2s4eFFYVXdWbXhvU2pSaU1IaDRSVTVqVTNoTGVuYxAB,reviews-ABHRLXUgZrOzYgQR3VZKiTe4hHDPDDULTgoejQ.json
location-10866130483095140789,Coffee Island | AMANORA,JH “Deedee”,FIVE,This is my second visit. Loving the coffee and the ambience. The counter guy was sweet enough to give me a discount coupon for my next visit. Keep up the good job guys.,"We’re so happy to know you came back for another visit and loved the experience! It’s always great to see our guests enjoying both the coffee and the vibe. We’ll be sure to share your kind words with the team,looking forward to brewing many more cups for you!",03-11-2025,"Keep, Loving",01-11-2025,01-11-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT20wM1NIRktSRXhDV0ZwS1JYbEhla3hzWmw5NWVHYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,seema malhotra,FIVE,"Excellent service and very co operative love the ambience,  and good coffee and Beverage  very hospitable....",So glad you enjoyed both the coffee and the ambiance. That’s exactly the experience we love creating. ☕✨,03-11-2025,"Beverage, Excellent",31-10-2025,31-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2pGNFZVWmZjVEpGUVd4UGJUbHFWR0UxVGtaWGVYYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,suhani,FIVE,"really good coffee and i loved the food. INCREDIBLE service and such a sweet amazing staff karan was our server and he made really really great coffee and loved his attitude, will definitely visit again","A cozy vibe, great coffee, and welcoming faces, that’s exactly what we aim for. Glad you felt it all!",31-10-2025,,30-10-2025,30-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xOVFZUQldOSFp1VVhONlV6ZElPR2xqTXpWZmNIYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,ирина когут,FIVE,,"Five stars and a whole lot of love, grateful for your support!",31-10-2025,,30-10-2025,30-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2paSFpFMUZWbGQwY2tORGJFMDJWRVowVEZWb1lYYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Suchittt,TWO,Using more foam/whipping cream than actual coffee.,"We’d like to understand your experience better and ensure it meets Coffee Island standards. Please DM us your contact details on Instagram @coffee.island.in or email hello@coffeeisland.in
so our team can connect with you personally.",31-10-2025,Using,29-10-2025,29-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tWbFlWaHlWVmxYZUZOaWRUVk1aMDVqU0U5c2MzYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Vaibhav Pokharkar,FIVE,Best coffee shop ever I had visited.....staff is very polite ... special thanks to bhakti and rohit they gave me best service....,Thank you for the perfect rating! 😊 We're so glad you had a great experience. Hope to welcome you back soon!,29-10-2025,"Best, Bhakti, Rohit",28-10-2025,28-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT25OdWIyTldMVUZxT1ZoR1kzYzJObTFvZDFreVZYYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Shubham Bari,FIVE,,Thanks a latte for the 5 stars! Your support keeps us brewing our best every day.,28-10-2025,,27-10-2025,27-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT21sSlduVlZjVmQzVVc1VVVHeHRZVE15ZDJ3eFgxRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Anuj Wagh,FIVE,Really great experience!!!! AMAZING SERVICE BY ROHIT 👍🏻,Thank you! We're so happy you had a great coffee experience. Can’t wait to have you back - there’s always more to discover!,27-10-2025,Rohit,25-10-2025,25-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT25oR1JVeGhabnBGTW1rdFVrSkJjMFZmU2xCWlptYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,sadiya khan,FIVE,Nice Ambience and Quality Coffee. Once the person Gets in It's 1000% Confirm that the person will go through the coffee ☕,"We’re so happy you enjoyed the ambience and our coffee! That 1000% confidence truly made our day, can’t wait to welcome you back for your next cup!",27-10-2025,"Confirm, Gets, Nice Ambience, Once, Quality Coffee",25-10-2025,25-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xac1NGY3hlR2h3Y0ZrMU15MUZNM2RLUWt0UlZtYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Sania,FIVE,Great coffee!! Must visit,Thanks a latte for the 5 stars! Your support keeps us brewing our best every day.,27-10-2025,Must,23-10-2025,24-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tvMkxYVnFiMjFpU1U5cFFXbG9OV3BrUjBsU2RuYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Aww EEE,FIVE,Amazing coffees,Thanks a latte for the 5 stars! Your support keeps us brewing our best every day.,27-10-2025,,24-10-2025,24-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2s4eldGZFRlRWRsZVVWbFFXOTNaelZaVlhBMU5IYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Dnyneshwer Kadam,FIVE,Thanks for suggesting Azhar it's really good coffee ☕,"Delighted you had a great experience.Our team loves helping guests discover new favorites, looking forward to serving you again soon.",27-10-2025,Azhar,23-10-2025,23-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT25WWFQzQm5ORVZYZVRsUFdpMW1iWFV3ZDBkNFYxRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Sharia Attar,FIVE,"Amazing Coffee and Iced Tea. Staff is very polite, friendly and accommodating of requests, especially Karan and Bhakti...",It means the world to us when our brews and crew get the love they deserve.Can’t wait to welcome you back soon!,22-10-2025,"Amazing Coffee, Bhakti, Iced Tea, Karan",21-10-2025,21-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2s4eE5GTmZZemt0YnpaVWIzTlVVekptVGpJek9YYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Amar Vora,FIVE,very nice coffee and sandwiches. Its bit expensive but worth for the new taste,"We’re happy to know you enjoyed the coffee and sandwiches! Your appreciation means a lot, and we’re glad the taste made it worth it. Hope to have you back soon for more of your favourites! ☕",27-10-2025,,21-10-2025,21-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xsMU9Vb3dUMk5wWTBGc2RXOVBjamxGYjNsR1NGRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Veer Vhanmane,FIVE,"Stepping into coffee Island feels like an escape from the busy world outside. The ambiance is simply wonderful warm and inviting, with soft, ambient lighting, Whether you're catching up with a friend or looking for a cozy corner to work, the different seating options cater to every need.

The coffee itself is excellent and clearly made with care.The Cappuccino expertly prepared, with a rich, smooth flavor that was a real treat.

The presentation was lovely as well, & coffee was too good, thanks Azhar a man himself is genuine, & made may day wonderful.
Thanks Azhar.","Thank you! So glad you loved the European coffee experience right where you're at. We’ll keep the brews bold and the vibes just right, see you again soon!",22-10-2025,"Azhar, Island, Stepping, Thanks Azhar, The Cappuccino, Whether",20-10-2025,20-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2pSdk5sOURXbVpCTTFkU1VrbGlSRFZOU3pNMVVHYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Asmita,FIVE,"I tried the Vietnamese coffee and toasties, both were absolutely delicious. Special thanks to Karan from the staff who was super polite and took the time to explain the different types of coffee. Excellent service.","It means the world to us when our brews, food and crew get the love they deserve.Can’t wait to welcome you back soon!",22-10-2025,"Excellent, Karan, Special, Vietnamese",18-10-2025,18-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2psQmVHVXhOVFZSZUc0dGJUWnFhMVZhUWtWdE5uYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Raghav Malot,ONE,Ordered white sauce pasta. Such a waste of money. Pathetic taste.,"Hi,
Thank you for taking the time to share your feedback. We’re truly sorry to hear that your experience didn’t meet expectations. We hope you’ll consider giving us another try. We’d love the chance to make it right and offer you the experience Coffee Island is known for.
Please DM us your contact details on Instagram at @coffee.island.in or email us at hello@coffeeisland.in so we can connect directly.",22-10-2025,"Pathetic, Such",18-10-2025,18-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tGQ1VXeGFZak5YVXpBMFYzUlFSVFUyWlVzNGEyYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Vinay Soneji,FIVE,The place is clean and has nice ambience. I spent 30 mins to take a coffee but conversation with the person taking the order and making the order took me away and I loved it. He made Vietnamese shakerato and was perfect. The location in the mall is also perfect and lots of seating around. When you go next time to the mall stop at this place. They have good descent options of snacking and cakes as well.,"We’re delighted to know you enjoyed your time with us, from the coffee to the conversations! It’s always our goal to make every visit feel personal and memorable. Thank you for appreciating the ambience and location; we look forward to welcoming you again for more great brews and bites. ☕✨",27-10-2025,"Vietnamese, When",18-10-2025,18-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2toZlgyaHBUbWRKYUhOTVJVMW1aWE5RUjFCeVpXYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,cinnamon doughnuts,FIVE,"I absolutely loved the single estate Ethiopia pour over, the raspberry notes were very prominent. Thank you Azhar for your recommendation and excellent service","Thank you for sharing your experience! We’re delighted to know you enjoyed the Ethiopia Single Estate pour-over, its vibrant raspberry notes do make it a standout. It’s always a pleasure to hear that our brews hit the mark. Looking forward to welcoming you back for more great coffee moments! ☕",22-10-2025,"Azhar, Ethiopia",17-10-2025,17-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT25oak5pMVJVVlJTZFdSaFpETm1PR054U20xYVIxRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Mahesh Rokade,ONE,"Went to this new coffee shop in Amanora mall. The person who took the order greeted us to a warm welcome. Told him clearly I need a strong, bitter and hot coffee. Any suggestions from his special coffee. He suggested Spanish Bombon. No issues with spending Rs 326 for a nice cup of coffee. But what came to my table was a 30ml coffee shot- half of which was foam. The rest (15ml- no exaggeration here) was a cold sugary syrup. They call it coffee here. This has to be the worst ever coffee I have drank in my entire life. Disgusting coffee and pathetic place to drink coffee if you are a coffee lover. Do not spend your hard earned money here. Extremely overpriced and poor quality coffee. I can see a similar review for the same coffee in the google reviews. I hope the owner is listening….","Thank you for sharing your feedback. We truly value you taking the time to express your experience, and we understand how disappointing this must have felt. We’ve taken note of your comments and have already initiated an internal review with our team to address the concerns around the Spanish Bombon. Our goal is to ensure every cup meets both our quality standards and your expectations.We’d appreciate the chance to connect directly and learn more about your experience, please reach out to us via DM on Instagram @coffee.island.in or write to hello@coffeeisland.in.Your feedback helps us do better, and we genuinely appreciate it.",22-10-2025,,15-10-2025,15-10-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT210Tk5WRTNNMEZEZUVKeFgyUjVSMUZqUmpGbVRFRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-10866130483095140789,Coffee Island | AMANORA,Bhakti Daware,FIVE,,Thanks a latte for the 5 stars! Your support keeps us brewing our best every day.,19-09-2025,,17-09-2025,17-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tsV1MxUmFURXBvVGxwb1NXZEtRMVJoTWtOSE1XYxAB,reviews-ABHRLXXcru25os7ZuTMNIJPzyyZbabBCpnYyiD.json
location-10866130483095140789,Coffee Island | AMANORA,pramila pandey,FIVE,Amazing coffee and pastry and thank you Tohid for looking out.,So happy to hear that! 😊☕ Glad you had a great time! See you again soon! ✨,22-09-2025,Tohid,17-09-2025,17-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xsalkydHNUSHB4WTJ4TFpERlpURzB4Y0ZWcWFGRRAB,reviews-ABHRLXXcru25os7ZuTMNIJPzyyZbabBCpnYyiD.json
location-10866130483095140789,Coffee Island | AMANORA,Vijay singh Yadav,FIVE,Coffee vibes is amazing and behaviour of staff is very polite,Glad you enjoyed the coffee vibes and the warm hospitality of our team. Looking forward to hosting you again! 🌿,19-09-2025,Coffee,17-09-2025,17-09-2025,accounts/100486096577551952970/locations/10866130483095140789/reviews/Ci9DQUlRQUNvZENodHljRjlvT25GcFVYcGFXVmt6VVRKUmRqbGxNVkZ4Y2tseFMyYxAB,reviews-ABHRLXXcru25os7ZuTMNIJPzyyZbabBCpnYyiD.json
